,order_number,quantity_ordered,price_each,order_line_number,sales,order_date,days_since_lastorder,status,product_line,msrp,product_code,customer_name,city,country,deal_size,contact_fullname
2044,10317,35,83.32,1,2916.2,2019-11-02,2256,Shipped,Planes,72,S24_4278,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
2045,10328,43,60.86,4,2616.98,2019-11-12,2247,Shipped,Planes,72,S24_4278,Rovelli Gifts,Bergamo,Italy,Small,Giovanni Rovelli
2046,10340,40,84.77,1,3390.8,2019-11-24,2236,Shipped,Planes,72,S24_4278,Enaco Distributors,Barcelona,Spain,Medium,Eduardo Saavedra
2047,10353,35,89.9,3,3146.5,2019-12-04,2227,Shipped,Planes,72,S24_4278,Gift Ideas Corp.,Glendale,USA,Medium,Dan Lewis
2048,10361,25,62.46,1,1561.5,2019-12-17,2215,Shipped,Planes,72,S24_4278,Souveniers And Things Co.,Chatswood,Australia,Small,Adrian Huxley
2049,10375,43,233.48,2,10039.6,2020-02-03,2168,Shipped,Planes,72,S24_4278,La Rochelle Gifts,Nantes,France,Large,Janine Labrune
2050,10386,50,63.34,8,3167.0,2020-03-01,2142,Resolved,Planes,72,S24_4278,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
2051,10398,45,78.25,14,3521.25,2020-03-30,2114,Shipped,Planes,72,S24_4278,Reims Collectables,Reims,France,Medium,Paul Henriot
2052,10401,52,81.14,4,4219.28,2020-04-03,2111,On Hold,Planes,72,S24_4278,Tekni Collectables Inc.,Newark,USA,Medium,William Brown
2053,10416,48,74.62,5,3581.76,2020-05-10,2075,Shipped,Planes,72,S24_4278,L'ordine Souveniers,Reggio Emilia,Italy,Medium,Maurizio Moroni
2054,10108,31,68.71,10,2130.01,2018-03-03,2875,Shipped,Classic Cars,80,S24_4620,Cruz & Sons Co.,Makati City,Philippines,Small,Arnold Cruz
2055,10122,29,71.14,14,2063.06,2018-05-08,2810,Shipped,Classic Cars,80,S24_4620,Marseille Mini Autos,Marseille,France,Small,Laurence Lebihan
2056,10135,23,87.31,11,2008.13,2018-07-02,2756,Shipped,Classic Cars,80,S24_4620,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2057,10147,31,64.67,11,2004.77,2018-09-05,2692,Shipped,Classic Cars,80,S24_4620,Collectables For Less Inc.,Brickhaven,USA,Small,Allen Nelson
2058,10169,24,94.58,6,2269.92,2018-11-04,2633,Shipped,Classic Cars,80,S24_4620,"Anna's Decorations, Ltd",North Sydney,Australia,Small,Anna O'Hara
2059,10180,28,71.14,1,1991.92,2018-11-11,2627,Shipped,Classic Cars,80,S24_4620,Daedalus Designs Imports,Lille,France,Small,Martine Rance
2060,10191,44,66.29,7,2916.76,2018-11-20,2619,Shipped,Classic Cars,80,S24_4620,"Toms Spezialitten, Ltd",Koln,Germany,Small,Henriette Pfalzheim
2061,10211,22,92.16,6,2027.52,2019-01-15,2564,Shipped,Classic Cars,80,S24_4620,Auto Canal Petit,Paris,France,Small,Dominique Perrier
2062,10225,46,70.33,13,3235.18,2019-02-22,2527,Shipped,Classic Cars,80,S24_4620,"Vida Sport, Ltd",Gensve,Switzerland,Medium,Michael Holz
2063,10238,22,93.77,7,2062.94,2019-04-09,2482,Shipped,Classic Cars,80,S24_4620,Danish Wholesale Imports,Kobenhavn,Denmark,Small,Jytte Petersen
2064,10252,38,87.31,3,3317.78,2019-05-26,2436,Shipped,Classic Cars,80,S24_4620,Auto Canal Petit,Paris,France,Medium,Dominique Perrier
2065,10264,47,83.27,1,3913.69,2019-06-30,2402,Shipped,Classic Cars,80,S24_4620,Gifts4AllAges.com,Boston,USA,Medium,Juri Yoshido
2066,10276,48,75.18,7,3608.64,2019-08-02,2370,Shipped,Classic Cars,80,S24_4620,Online Mini Collectables,Brickhaven,USA,Medium,Miguel Barajas
2067,10287,40,88.12,16,3524.8,2019-08-30,2343,Shipped,Classic Cars,80,S24_4620,"Vida Sport, Ltd",Gensve,Switzerland,Medium,Michael Holz
2068,10299,32,80.84,1,2586.88,2019-09-30,2313,Shipped,Classic Cars,80,S24_4620,"Toys of Finland, Co.",Helsinki,Finland,Small,Matti Karttunen
2069,10310,49,97.01,14,4753.49,2019-10-16,2298,Shipped,Classic Cars,80,S24_4620,"Toms Spezialitten, Ltd",Koln,Germany,Medium,Henriette Pfalzheim
2070,10319,43,85.69,2,3684.67,2019-11-03,2281,Shipped,Classic Cars,80,S24_4620,Microscale Inc.,NYC,USA,Medium,Kee Kuo
2071,10331,41,139.4,2,5715.4,2019-11-17,2268,Shipped,Classic Cars,80,S24_4620,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,Rosa Hernandez
2072,10343,30,103.29,1,3098.7,2019-11-24,2262,Shipped,Classic Cars,80,S24_4620,Reims Collectables,Reims,France,Medium,Paul Henriot
2073,10355,28,95.39,9,2670.92,2019-12-07,2250,Shipped,Classic Cars,80,S24_4620,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2074,10363,43,119.87,9,5154.41,2020-01-06,2221,Shipped,Classic Cars,80,S24_4620,Suominen Souveniers,Espoo,Finland,Medium,Kalle Suominen
2075,10378,41,119.37,2,4894.17,2020-02-10,2187,Shipped,Classic Cars,80,S24_4620,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
2076,10390,30,82.42,10,2472.6,2020-03-04,2165,Shipped,Classic Cars,80,S24_4620,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2077,10103,31,104.01,3,3224.31,2018-01-29,2931,Shipped,Trucks and Buses,96,S32_1268,Baane Mini Imports,Stavern,Norway,Medium,Jonas Bergulfsen
2078,10114,32,114.61,7,3667.52,2018-04-01,2870,Shipped,Trucks and Buses,96,S32_1268,"La Corne D'abondance, Co.",Paris,France,Medium,Marie Bertrand
2079,10126,43,96.31,3,4141.33,2018-05-28,2814,Shipped,Trucks and Buses,96,S32_1268,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,Mart¡n Sommer
2080,10140,26,108.83,3,2829.58,2018-07-24,2758,Shipped,Trucks and Buses,96,S32_1268,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
2081,10151,27,113.65,10,3068.55,2018-09-21,2700,Shipped,Trucks and Buses,96,S32_1268,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium,Pirkko Koskitalo
2082,10164,24,109.79,1,2634.96,2018-10-21,2671,Resolved,Trucks and Buses,96,S32_1268,Mini Auto Werke,Graz,Austria,Small,Roland Mendel
2083,10175,22,110.76,8,2436.72,2018-11-06,2656,Shipped,Trucks and Buses,96,S32_1268,"Stylish Desk Decors, Co.",London,UK,Small,Ann Brown
2084,10184,46,100.16,13,4607.36,2018-11-14,2649,Shipped,Trucks and Buses,96,S32_1268,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium,Jose Pedro Roel
2085,10194,37,97.27,3,3598.99,2018-11-25,2639,Shipped,Trucks and Buses,96,S32_1268,"Saveley & Henriot, Co.",Lyon,France,Medium,Mary Saveley
2086,10207,49,80.9,14,3964.1,2018-12-09,2626,Shipped,Trucks and Buses,96,S32_1268,Diecast Collectables,Boston,USA,Medium,Valarie Franco
2087,10217,21,106.9,3,2244.9,2019-02-04,2570,Shipped,Trucks and Buses,96,S32_1268,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
2088,10229,25,111.72,8,2793.0,2019-03-11,2536,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2089,10245,37,111.72,1,4133.64,2019-05-04,2483,Shipped,Trucks and Buses,96,S32_1268,Super Scale Inc.,New Haven,USA,Medium,Leslie Murphy
2090,10259,45,86.68,11,3900.6,2019-06-15,2442,Shipped,Trucks and Buses,96,S32_1268,Handji Gifts& Co,Singapore,Singapore,Medium,Wendy Victorino
2091,10270,32,85.72,1,2743.04,2019-07-19,2409,Shipped,Trucks and Buses,96,S32_1268,Souveniers And Things Co.,Chatswood,Australia,Small,Adrian Huxley
2092,10281,29,82.83,8,2402.07,2019-08-19,2379,Shipped,Trucks and Buses,96,S32_1268,Diecast Classics Inc.,Allentown,USA,Small,Kyung Yu
2093,10291,26,83.79,3,2178.54,2019-09-08,2360,Shipped,Trucks and Buses,96,S32_1268,Scandinavian Gift Ideas,Boras,Sweden,Small,Maria Larsson
2094,10305,28,112.68,12,3155.04,2019-10-13,2326,Shipped,Trucks and Buses,96,S32_1268,Marta's Replicas Co.,Cambridge,USA,Medium,Marta Hernandez
2095,10313,27,87.64,6,2366.28,2019-10-22,2318,Shipped,Trucks and Buses,96,S32_1268,Canadian Gift Exchange Network,Vancouver,Canada,Small,Yoshi Tannamuri
2096,10324,20,98.18,11,1963.6,2019-11-05,2305,Shipped,Trucks and Buses,96,S32_1268,Vitachrome Inc.,NYC,USA,Small,Michael Frick
2097,10335,44,107.87,1,4746.28,2019-11-19,2292,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
2098,10348,42,152.07,3,6386.94,2019-11-01,2311,Shipped,Trucks and Buses,96,S32_1268,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,Mart¡n Sommer
2099,10358,41,108.0,1,4428.0,2019-12-10,2273,Shipped,Trucks and Buses,96,S32_1268,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
2100,10371,26,155.54,1,4044.04,2020-01-23,2230,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
2101,10382,26,104.17,6,2708.42,2020-02-17,2206,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2102,10411,26,111.72,1,2904.72,2020-05-01,2133,Shipped,Trucks and Buses,96,S32_1268,Quebec Home Shopping Network,Montreal,Canada,Small,Jean Fresnisre
2103,10425,41,86.68,11,3553.88,2020-05-31,2104,In Process,Trucks and Buses,96,S32_1268,La Rochelle Gifts,Nantes,France,Medium,Janine Labrune
2104,10107,20,92.9,8,1858.0,2018-02-24,2932,Shipped,Motorcycles,99,S32_1374,Land of Toys Inc.,NYC,USA,Small,Kwai Yu
2105,10120,22,111.88,6,2461.36,2018-04-29,2869,Shipped,Motorcycles,99,S32_1374,"Australian Collectors, Co.",Melbourne,Australia,Small,Peter Ferguson
2106,10133,23,114.87,1,2642.01,2018-06-27,2811,Shipped,Motorcycles,99,S32_1374,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2107,10145,33,93.9,12,3098.7,2018-08-25,2753,Shipped,Motorcycles,99,S32_1374,Toys4GrownUps.com,Pasadena,USA,Medium,Julie Young
2108,10168,28,115.87,7,3244.36,2018-10-28,2690,Shipped,Motorcycles,99,S32_1374,Technics Stores Inc.,Burlingame,USA,Medium,Juri Hirano
2109,10188,44,98.89,7,4351.16,2018-11-18,2670,Shipped,Motorcycles,99,S32_1374,Herkku Gifts,Bergen,Norway,Medium,Veysel Oeztan
2110,10210,46,79.91,5,3675.86,2019-01-12,2616,Shipped,Motorcycles,99,S32_1374,Osaka Souveniers Co.,Osaka,Japan,Medium,Mory Kentary
2111,10223,21,117.87,7,2475.27,2019-02-20,2578,Shipped,Motorcycles,99,S32_1374,"Australian Collectors, Co.",Melbourne,Australia,Small,Peter Ferguson
2112,10235,41,101.89,1,4177.49,2019-04-02,2538,Shipped,Motorcycles,99,S32_1374,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Medium,Elizabeth Lincoln
2113,10250,31,105.88,2,3282.28,2019-05-11,2500,Shipped,Motorcycles,99,S32_1374,The Sharp Gifts Warehouse,San Jose,USA,Medium,Sue Frick
2114,10263,31,79.91,8,2477.21,2019-06-28,2453,Shipped,Motorcycles,99,S32_1374,Gift Depot Inc.,Bridgewater,USA,Small,Julie King
2115,10275,23,81.91,7,1883.93,2019-07-23,2429,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,Nantes,France,Small,Janine Labrune
2116,10285,37,98.89,12,3658.93,2019-08-27,2395,Shipped,Motorcycles,99,S32_1374,Marta's Replicas Co.,Cambridge,USA,Medium,Marta Hernandez
2117,10297,26,109.88,2,2856.88,2019-09-16,2376,Shipped,Motorcycles,99,S32_1374,"Clover Collections, Co.",Dublin,Ireland,Small,Dean Cassidy
2118,10308,24,79.91,5,1917.84,2019-10-15,2348,Shipped,Motorcycles,99,S32_1374,Mini Classics,White Plains,USA,Small,Steve Frick
2119,10318,47,112.88,7,5305.36,2019-11-02,2331,Shipped,Motorcycles,99,S32_1374,Diecast Classics Inc.,Allentown,USA,Medium,Kyung Yu
2120,10329,45,63.91,11,2875.95,2019-11-15,2319,Shipped,Motorcycles,99,S32_1374,Land of Toys Inc.,NYC,USA,Small,Kwai Yu
2121,10340,55,117.87,2,6482.85,2019-11-24,2311,Shipped,Motorcycles,99,S32_1374,Enaco Distributors,Barcelona,Spain,Medium,Eduardo Saavedra
2122,10353,46,81.17,5,3733.82,2019-12-04,2302,Shipped,Motorcycles,99,S32_1374,Gift Ideas Corp.,Glendale,USA,Medium,Dan Lewis
2123,10363,50,131.53,2,6576.5,2020-01-06,2270,Shipped,Motorcycles,99,S32_1374,Suominen Souveniers,Espoo,Finland,Medium,Kalle Suominen
2124,10375,37,171.71,3,6353.27,2020-02-03,2243,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,Nantes,France,Medium,Janine Labrune
2125,10387,44,94.9,1,4175.6,2020-03-02,2216,Shipped,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,Eric Natividad
2126,10401,49,101.89,1,4992.61,2020-04-03,2185,On Hold,Motorcycles,99,S32_1374,Tekni Collectables Inc.,Newark,USA,Medium,William Brown
2127,10416,45,105.88,2,4764.6,2020-05-10,2149,Shipped,Motorcycles,99,S32_1374,L'ordine Souveniers,Reggio Emilia,Italy,Medium,Maurizio Moroni
2128,10108,27,43.45,13,1173.15,2018-03-03,2949,Shipped,Motorcycles,40,S32_2206,Cruz & Sons Co.,Makati City,Philippines,Small,Arnold Cruz
2129,10122,31,44.66,17,1384.46,2018-05-08,2884,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,Marseille,France,Small,Laurence Lebihan
2130,10135,33,40.23,14,1327.59,2018-07-02,2830,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2131,10145,31,35.8,1,1109.8,2018-08-25,2777,Shipped,Motorcycles,40,S32_2206,Toys4GrownUps.com,Pasadena,USA,Small,Julie Young
2132,10169,26,39.83,9,1035.58,2018-11-04,2707,Shipped,Motorcycles,40,S32_2206,"Anna's Decorations, Ltd",North Sydney,Australia,Small,Anna O'Hara
2133,10180,34,45.46,4,1545.64,2018-11-11,2701,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,Lille,France,Small,Martine Rance
2134,10190,46,32.99,1,1517.54,2018-11-19,2694,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2135,10211,41,42.24,9,1731.84,2019-01-15,2638,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,Paris,France,Small,Dominique Perrier
2136,10224,43,39.43,2,1695.49,2019-02-21,2602,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,Lille,France,Small,Martine Rance
2137,10237,26,40.23,2,1045.98,2019-04-05,2560,Shipped,Motorcycles,40,S32_2206,Vitachrome Inc.,NYC,USA,Small,Michael Frick
2138,10252,36,48.28,6,1738.08,2019-05-26,2510,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,Paris,France,Small,Dominique Perrier
2139,10264,20,32.59,4,651.8,2019-06-30,2476,Shipped,Motorcycles,40,S32_2206,Gifts4AllAges.com,Boston,USA,Small,Juri Yoshido
2140,10276,27,36.61,10,988.47,2019-08-02,2444,Shipped,Motorcycles,40,S32_2206,Online Mini Collectables,Brickhaven,USA,Small,Miguel Barajas
2141,10285,37,41.03,1,1518.11,2019-08-27,2420,Shipped,Motorcycles,40,S32_2206,Marta's Replicas Co.,Cambridge,USA,Small,Marta Hernandez
2142,10299,24,42.24,4,1013.76,2019-09-30,2387,Shipped,Motorcycles,40,S32_2206,"Toys of Finland, Co.",Helsinki,Finland,Small,Matti Karttunen
2143,10310,36,43.05,17,1549.8,2019-10-16,2372,Shipped,Motorcycles,40,S32_2206,"Toms Spezialitten, Ltd",Koln,Germany,Small,Henriette Pfalzheim
2144,10319,29,38.22,5,1108.38,2019-11-03,2355,Shipped,Motorcycles,40,S32_2206,Microscale Inc.,NYC,USA,Small,Kee Kuo
2145,10331,28,146.52,3,4102.56,2019-11-17,2342,Shipped,Motorcycles,40,S32_2206,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,Rosa Hernandez
2146,10343,29,128.04,5,3713.16,2019-11-24,2336,Shipped,Motorcycles,40,S32_2206,Reims Collectables,Reims,France,Medium,Paul Henriot
2147,10355,38,39.83,10,1513.54,2019-12-07,2324,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2148,10364,48,48.28,1,2317.44,2020-01-06,2295,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,Marseille,France,Small,Laurence Lebihan
2149,10378,40,82.46,1,3298.4,2020-02-10,2261,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
2150,10390,41,44.56,11,1826.96,2020-03-04,2239,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2151,10403,30,40.23,2,1206.9,2020-04-08,2205,Shipped,Motorcycles,40,S32_2206,"UK Collectables, Ltd.",Liverpool,UK,Small,Elizabeth Devon
2152,10104,35,47.62,11,1666.7,2018-01-31,3004,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2153,10114,28,55.73,2,1560.44,2018-04-01,2945,Shipped,Trucks and Buses,54,S32_2509,"La Corne D'abondance, Co.",Paris,France,Small,Marie Bertrand
2154,10127,45,51.95,13,2337.75,2018-06-03,2883,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,NYC,USA,Small,Jeff Young
2155,10141,24,45.99,7,1103.76,2018-08-01,2825,Shipped,Trucks and Buses,54,S32_2509,Suominen Souveniers,Espoo,Finland,Small,Kalle Suominen
2156,10151,41,63.85,5,2617.85,2018-09-21,2775,Shipped,Trucks and Buses,54,S32_2509,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small,Pirkko Koskitalo
2157,10165,48,45.99,14,2207.52,2018-10-22,2745,Shipped,Trucks and Buses,54,S32_2509,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,Eric Natividad
2158,10175,50,63.31,3,3165.5,2018-11-06,2731,Shipped,Trucks and Buses,54,S32_2509,"Stylish Desk Decors, Co.",London,UK,Medium,Ann Brown
2159,10184,33,62.77,8,2071.41,2018-11-14,2724,Shipped,Trucks and Buses,54,S32_2509,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,Jose Pedro Roel
2160,10195,32,43.29,8,1385.28,2018-11-25,2714,Shipped,Trucks and Buses,54,S32_2509,Mini Classics,White Plains,USA,Small,Steve Frick
2161,10207,27,60.06,9,1621.62,2018-12-09,2701,Shipped,Trucks and Buses,54,S32_2509,Diecast Collectables,Boston,USA,Small,Valarie Franco
2162,10219,35,55.19,4,1931.65,2019-02-10,2639,Shipped,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,Brisbane,USA,Small,Sue Taylor
2163,10229,23,54.11,3,1244.53,2019-03-11,2611,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2164,10246,35,48.7,7,1704.5,2019-05-05,2557,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2165,10259,40,43.83,6,1753.2,2019-06-15,2517,Shipped,Trucks and Buses,54,S32_2509,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
2166,10271,35,47.62,7,1666.7,2019-07-20,2483,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2167,10281,31,55.19,3,1710.89,2019-08-19,2454,Shipped,Trucks and Buses,54,S32_2509,Diecast Classics Inc.,Allentown,USA,Small,Kyung Yu
2168,10292,50,46.53,10,2326.5,2019-09-08,2435,Shipped,Trucks and Buses,54,S32_2509,Land of Toys Inc.,NYC,USA,Small,Kwai Yu
2169,10305,40,57.9,7,2316.0,2019-10-13,2401,Shipped,Trucks and Buses,54,S32_2509,Marta's Replicas Co.,Cambridge,USA,Small,Marta Hernandez
2170,10313,38,45.45,1,1727.1,2019-10-22,2393,Shipped,Trucks and Buses,54,S32_2509,Canadian Gift Exchange Network,Vancouver,Canada,Small,Yoshi Tannamuri
2171,10325,38,232.74,3,8844.12,2019-11-05,2380,Shipped,Trucks and Buses,54,S32_2509,Baane Mini Imports,Stavern,Norway,Large,Jonas Bergulfsen
2172,10335,40,60.6,3,2424.0,2019-11-19,2367,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2173,10349,33,46.53,1,1535.49,2019-12-01,2356,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,NYC,USA,Small,Jeff Young
2174,10359,36,176.63,3,6358.68,2019-12-15,2343,Shipped,Trucks and Buses,54,S32_2509,Reims Collectables,Reims,France,Medium,Paul Henriot
2175,10371,20,66.47,2,1329.4,2020-01-23,2305,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2176,10383,32,53.18,5,1701.76,2020-02-22,2276,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2177,10394,36,62.77,3,2259.72,2020-03-15,2255,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2178,10412,19,48.7,7,925.3,2020-05-03,2207,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2179,10425,11,43.83,6,482.13,2020-05-31,2180,In Process,Trucks and Buses,54,S32_2509,La Rochelle Gifts,Nantes,France,Small,Janine Labrune
2180,10104,49,65.87,4,3227.63,2018-01-31,3032,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
2181,10116,27,63.38,1,1711.26,2018-04-11,2963,Shipped,Trains,62,S32_3207,Royale Belge,Charleroi,Belgium,Small,Pascale Cartrain
2182,10127,29,70.84,6,2054.36,2018-06-03,2911,Shipped,Trains,62,S32_3207,Muscle Machine Inc,NYC,USA,Small,Jeff Young
2183,10142,42,74.57,16,3131.94,2018-08-08,2846,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
2184,10152,33,50.95,2,1681.35,2018-09-25,2799,Shipped,Trains,62,S32_3207,"Australian Gift Network, Co",South Brisbane,Australia,Small,Tony Calaghan
2185,10165,44,53.44,7,2351.36,2018-10-22,2773,Shipped,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,Eric Natividad
2186,10176,22,64.0,6,1408.0,2018-11-06,2759,Shipped,Trains,62,S32_3207,L'ordine Souveniers,Reggio Emilia,Italy,Small,Maurizio Moroni
2187,10184,48,50.95,1,2445.6,2018-11-14,2752,Shipped,Trains,62,S32_3207,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,Jose Pedro Roel
2188,10195,33,54.68,1,1804.44,2018-11-25,2742,Shipped,Trains,62,S32_3207,Mini Classics,White Plains,USA,Small,Steve Frick
2189,10207,45,56.55,2,2544.75,2018-12-09,2729,Shipped,Trains,62,S32_3207,Diecast Collectables,Boston,USA,Small,Valarie Franco
2190,10220,20,52.82,6,1056.4,2019-02-12,2665,Shipped,Trains,62,S32_3207,"Clover Collections, Co.",Dublin,Ireland,Small,Dean Cassidy
2191,10230,46,60.9,4,2801.4,2019-03-15,2635,Shipped,Trains,62,S32_3207,"Blauer See Auto, Co.",Frankfurt,Germany,Small,Roland Keitel
2192,10247,40,49.71,6,1988.4,2019-05-05,2585,Shipped,Trains,62,S32_3207,Suominen Souveniers,Espoo,Finland,Small,Kalle Suominen
2193,10272,45,64.63,6,2908.35,2019-07-20,2510,Shipped,Trains,62,S32_3207,Diecast Classics Inc.,Allentown,USA,Small,Kyung Yu
2194,10282,36,59.65,9,2147.4,2019-08-20,2480,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2195,10292,31,67.73,3,2099.63,2019-09-08,2462,Shipped,Trains,62,S32_3207,Land of Toys Inc.,NYC,USA,Small,Kwai Yu
2196,10306,46,50.33,17,2315.18,2019-10-14,2427,Shipped,Trains,62,S32_3207,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
2197,10314,35,66.49,9,2327.15,2019-10-22,2420,Shipped,Trains,62,S32_3207,Heintze Collectables,Aaarhus,Denmark,Small,Palle Ibsen
2198,10325,28,192.05,2,5377.4,2019-11-05,2407,Shipped,Trains,62,S32_3207,Baane Mini Imports,Stavern,Norway,Medium,Jonas Bergulfsen
2199,10336,31,84.71,9,2626.01,2019-11-20,2393,Shipped,Trains,62,S32_3207,"La Corne D'abondance, Co.",Paris,France,Small,Marie Bertrand
2200,10350,27,163.2,14,4406.4,2019-12-02,2382,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
2201,10359,22,195.51,1,4301.22,2019-12-15,2370,Shipped,Trains,62,S32_3207,Reims Collectables,Reims,France,Medium,Paul Henriot
2202,10371,30,99.55,11,2986.5,2020-01-23,2332,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2203,10383,44,36.07,8,1587.08,2020-02-22,2303,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2204,10394,30,60.28,4,1808.4,2020-03-15,2282,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
2205,10413,24,49.71,6,1193.04,2020-05-05,2232,Shipped,Trains,62,S32_3207,Gift Depot Inc.,Bridgewater,USA,Small,Julie King
2206,10103,45,75.63,7,3403.35,2018-01-29,3060,Shipped,Trucks and Buses,64,S32_3522,Baane Mini Imports,Stavern,Norway,Medium,Jonas Bergulfsen
2207,10113,23,68.52,1,1575.96,2018-03-26,3005,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
2208,10126,26,62.7,7,1630.2,2018-05-28,2943,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,Mart¡n Sommer
2209,10140,28,60.76,7,1701.28,2018-07-24,2887,Shipped,Trucks and Buses,64,S32_3522,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
2210,10150,49,58.18,4,2850.82,2018-09-19,2831,Shipped,Trucks and Buses,64,S32_3522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,Eric Natividad
2211,10164,49,54.94,5,2692.06,2018-10-21,2800,Resolved,Trucks and Buses,64,S32_3522,Mini Auto Werke,Graz,Austria,Small,Roland Mendel
2212,10175,29,74.98,12,2174.42,2018-11-06,2785,Shipped,Trucks and Buses,64,S32_3522,"Stylish Desk Decors, Co.",London,UK,Small,Ann Brown
